ensembl_id	hgnc_symbol	chr	start	end	strand
ENSG00000163631	ALB	4	74262831	74287129	1
ENSG00000229485	KSR1P1	10	42644758	42644997	-1
ENSG00000201586	RNU6-593P	11	17137199	17137310	-1
ENSG00000253605	HNRNPA1P38	8	142469175	142470131	1
ENSG00000165816	VWA2	10	115999018	116051272	1
ENSG00000219041	IGKV1OR2-118	2	91679087	91679734	1
ENSG00000202485	RNU6-499P	4	83095700	83095806	1
ENSG00000149635	OCSTAMP	20	45169585	45179213	-1
ENSG00000234568	BIN2P1	4	83196224	83197753	1
ENSG00000196900	C5orf48	5	125967414	125971979	1
ENSG00000007541	PIGQ	16	616995	634136	1
ENSG00000142937	RPS8	1	45240923	45244451	1
ENSG00000244301	AOX3P	2	201542956	201603504	1
ENSG00000242565	RN7SL372P	1	153676564	153676859	1
ENSG00000265247	MIR4472-1	8	143257700	143257779	1
ENSG00000254206	NPIPB11	16	29392675	29415350	-1
ENSG00000227275	MTND6P10	2	132127358	132127874	1
ENSG00000266992	DHX40P1	17	58053370	58079745	-1
ENSG00000254008	LINC00051	8	143279717	143290364	1
ENSG00000214161	SDC4P	22	30877298	30877898	-1
ENSG00000131401	NAPSB	19	50837053	50848024	-1
ENSG00000268117	VN1R84P	19	21902603	21902837	-1
ENSG00000263179	HNRNPCP4	16	11336510	11337409	1
ENSG00000181472	ZBTB2	6	151685252	151712683	-1
ENSG00000183878	UTY	Y	15360259	15592553	-1
ENSG00000271620	IGHV3OR16-7	16	33740804	33741266	-1
ENSG00000212549	RNA5SP354	12	26526531	26526666	-1
ENSG00000225774	SIRPAP1	22	30938523	30940292	1
ENSG00000164142	FAM160A1	4	152330368	152584784	1
ENSG00000232722	MROH4P	8	143648621	143653366	-1
ENSG00000252562	RNU6-922P	3	23655152	23655250	-1
ENSG00000212269	RNU6-788P	3	23682980	23683083	-1
ENSG00000172965	MIR4435-1HG	2	111953927	112252677	-1
ENSG00000259842	IGHV3OR16-13	16	33752443	33752887	-1
ENSG00000235080	MTND5P23	2	132127994	132129648	-1
ENSG00000223791	UBE2E1-AS1	3	23845515	23848396	-1
ENSG00000136877	FPGS	9	130556876	130576606	1
ENSG00000132963	POMP	13	29233241	29253062	1
ENSG00000250148	KRT8P31	5	60039390	60040797	-1
ENSG00000241082	RN7SL259P	11	62703456	62703706	-1
ENSG00000202473	RN7SKP81	X	142178133	142178463	1
ENSG00000255035	SDHCP4	11	17457219	17457728	-1
ENSG00000224074	LINC00691	3	24137760	24144729	-1
ENSG00000237592	IGKV1OR10-1	10	42680787	42681239	1
ENSG00000145996	CDKAL1	6	20534688	21232635	1
ENSG00000101911	PRPS2	X	12809474	12842341	1
ENSG00000199878	RN7SKP149	X	142285034	142285377	-1
ENSG00000242109	NPM1P23	3	24138003	24138851	-1
ENSG00000234616	JRK	8	143738874	143763386	-1
ENSG00000242808	SOX2-OT	3	180707558	181554668	1
ENSG00000229756	RPL31P20	3	24472239	24472598	1
ENSG00000239924	RPL29P22	11	62883352	62883810	-1
ENSG00000238283	TBC1D3P1	17	58085798	58094859	-1
ENSG00000224822	THRB-IT1	3	24496627	24500925	-1
ENSG00000228755	PABPC1P8	10	42775182	42777267	-1
ENSG00000215032	GNL3LP1	5	60187762	60189404	-1
ENSG00000226064	PGBD4P6	X	142431769	142432378	1
ENSG00000104067	TJP1	15	29991571	30261068	-1
ENSG00000155868	MED7	5	156564423	156586030	-1
ENSG00000269505	ZNF92P2	19	22311429	22314736	-1
ENSG00000228791	THRB-AS1	3	24535578	24541833	1
ENSG00000089041	P2RX7	12	121570622	121623876	1
ENSG00000171017	LRRC8E	19	7953390	7966901	1
ENSG00000200101	RNU6-508P	2	59874756	59874858	1
ENSG00000252726	RNA5SP94	2	59921897	59922004	1
ENSG00000235539	MTND1P33	X	142520836	142521752	1
ENSG00000126500	FLRT1	11	63870660	63886645	1
ENSG00000265028	MIR4792	3	24562853	24562926	-1
ENSG00000264049	MIR4737	17	58120386	58120466	-1
ENSG00000233544	EIF3KP2	3	24597325	24597950	1
ENSG00000243478	AOX2P	2	201560640	201658962	1
ENSG00000264661	MIR3200	22	31127544	31127628	1
ENSG00000186665	C17orf58	17	65987217	65989765	-1
ENSG00000237977	EIF4HP2	22	31298206	31298768	1
ENSG00000215179	MAPK6PS4	8	47884099	47886240	-1
ENSG00000128656	CHN1	2	175664091	175870097	-1
ENSG00000200220	RNU6-179P	1	154012392	154012498	-1
ENSG00000231837	RPS7P2	1	154051342	154052439	1
ENSG00000235989	MORC2-AS1	22	31318295	31328436	1
ENSG00000204420	C6orf25	6	31686371	31694491	1
ENSG00000155906	RMND1	6	151725989	151773259	-1
ENSG00000263987	MIR5698	1	154076997	154077068	-1
ENSG00000268140	PCGF7P	19	22320733	22321783	1
ENSG00000117013	KCNQ4	1	41249684	41306124	1
ENSG00000102080	TEX28P2	X	153424682	153445634	-1
ENSG00000264384	RN7SL431P	1	154138723	154139025	-1
ENSG00000269345	VN1R85P	19	22357568	22357993	-1
ENSG00000215938	MIR190B	1	154166141	154166219	-1
ENSG00000117480	FAAH	1	46859937	46879520	1
ENSG00000252793	RNA5SP196	5	145965662	145965763	-1
ENSG00000248098	BCKDHA	19	41884215	41930910	1
ENSG00000241291	RN7SL791P	5	146035966	146036258	-1
ENSG00000183336	BOLA2	16	29464914	29466285	-1
ENSG00000253677	UBE2HP1	8	82167105	82167464	1
ENSG00000248568	KRT8P48	5	146085944	146087163	-1
ENSG00000212292	RNU6-239P	1	154267979	154268077	1
ENSG00000222099	RN7SKP32	8	47979644	47979946	-1
ENSG00000139508	SLC46A3	13	29274201	29293107	-1
ENSG00000188070	C11orf95	11	63527364	63536113	-1
ENSG00000222457	RNU6-121P	1	154270126	154270224	1
ENSG00000238365	RNU7-57P	1	154311219	154311278	1
ENSG00000175115	PACS1	11	65837834	66012218	1
ENSG00000260731	KRT8P22	16	78082380	78083794	-1
ENSG00000249553	PPP2R2B-IT1	5	146293770	146299069	-1
ENSG00000261652	C15orf65	15	55700746	55710962	1
ENSG00000170921	TANC2	17	61086917	61505060	1
ENSG00000253352	TUG1	22	31366663	31375381	1
ENSG00000113368	LMNB1	5	126112315	126172712	1
ENSG00000113263	ITK	5	156569944	156682201	1
ENSG00000253421	ZNHIT1P1	8	143939770	143940213	1
ENSG00000196166	C8orf86	8	38368352	38386180	-1
ENSG00000135241	PNPLA8	7	108110866	108210110	-1
ENSG00000112357	PEX7	6	137143717	137235075	1
ENSG00000250346	EEF1GP2	5	147301742	147302984	1
ENSG00000264519	RN7SL596P	11	63565260	63565543	-1
ENSG00000260014	LSM3P5	16	78389426	78389731	1
ENSG00000164236	ANKRD33B	5	10564442	10650308	1
ENSG00000249503	HMGN1P16	5	147600923	147601205	-1
ENSG00000110347	MMP12	11	102733467	102745764	-1
ENSG00000213924	HNRNPH1P2	X	142760232	142761441	-1
ENSG00000202089	RNU6-1306P	11	63650059	63650157	-1
ENSG00000229780	UBE2Q1-AS1	1	154526085	154527493	1
ENSG00000237264	FTH1P11	8	82433917	82434467	-1
ENSG00000207200	RNU6-45P	11	63737942	63738048	1
ENSG00000168439	STIP1	11	63952744	63972015	1
ENSG00000251178	OR7E21P	3	129753396	129754382	-1
ENSG00000172381	OR6Q1	11	57798402	57799403	1
ENSG00000251521	IMPA1P	8	82517804	82543369	-1
ENSG00000257702	LBX2-AS1	2	74729722	74731805	1
ENSG00000253971	CDC42P3	8	144077267	144077899	1
ENSG00000118298	CA14	1	150229554	150237478	1
ENSG00000243101	RPS3P7	16	78859178	78859903	1
ENSG00000250115	AK3P2	8	144138477	144139233	-1
ENSG00000200986	RNU6-819P	8	48043404	48043510	-1
ENSG00000172377	OR9I1	11	57885972	57886916	-1
ENSG00000180189	HMGB1P14	14	58751491	58752116	1
ENSG00000249834	PGBD4P3	5	147686861	147687821	1
ENSG00000188873	RPL10AP2	8	48068741	48069394	1
ENSG00000101236	RNF24	20	3907956	3996229	-1
ENSG00000264349	MIR4258	1	154948169	154948259	1
ENSG00000113319	RASGRF2	5	80256491	80525975	1
ENSG00000252782	RNU6-341P	14	58759011	58759106	-1
ENSG00000186513	OR9Q2	11	57957906	57958990	1
ENSG00000253297	HTR4-IT1	5	148024250	148025953	-1
ENSG00000251287	ALG1L2	3	129800674	129832070	1
ENSG00000254151	NIPA2P4	8	82529455	82530795	-1
ENSG00000187231	SESTD1	2	179966419	180129517	-1
ENSG00000158296	SLC13A3	20	45186463	45304714	-1
ENSG00000108442	TVP23BP2	2	74855455	74856069	-1
ENSG00000152804	HHEX	10	94447945	94455403	1
ENSG00000240427	RPS26P34	8	82539504	82539852	1
ENSG00000197887	OR1S2	11	57970674	57971653	-1
ENSG00000075407	ZNF37A	10	38383264	38414472	1
ENSG00000205184	SLC10A5P1	8	82546592	82547897	-1
ENSG00000213701	SETP22	5	96392106	96393062	-1
ENSG00000258650	HSBP1P1	14	58930689	58930854	1
ENSG00000206698	RNU1-73P	5	96511654	96511817	-1
ENSG00000177106	EPS8L2	11	694438	727727	1
ENSG00000201737	RNU1-133P	2	201640307	201640473	1
ENSG00000231942	HNRNPA1P36	8	82720007	82720961	1
ENSG00000248531	NDUFA5P12	8	48076493	48077147	1
ENSG00000076984	MAP2K7	19	7968728	7979363	1
ENSG00000252346	RNA5SP121	2	228627768	228627868	-1
ENSG00000222244	RNA5SP431	16	79298351	79298470	1
ENSG00000251842	RNU6-732P	5	148437117	148437219	-1
ENSG00000226718	SNRPGP8	2	228643226	228643451	-1
ENSG00000207714	MIR584	5	148441876	148441972	-1
ENSG00000238562	RNU7-159P	11	102774622	102774683	-1
ENSG00000199469	RNU1-62P	3	72625842	72626005	1
ENSG00000172774	OR1S1	11	57982217	57983195	1
ENSG00000251780	RNU7-150P	1	155115747	155115808	1
ENSG00000106483	SFRP4	7	37945543	38065297	-1
ENSG00000256061	DYX1C1	15	55702723	55800432	-1
ENSG00000223452	HMGN2P18	1	155121020	155121295	1
ENSG00000233409	FANK1-AS1	10	127660757	127661695	-1
ENSG00000174437	ATP2A2	12	110718561	110788898	1
ENSG00000271748	MIR92B	1	155164968	155165063	1
ENSG00000180475	OR10Q1	11	57995354	57996390	-1
ENSG00000112115	IL17A	6	52051185	52055436	1
ENSG00000207116	RNU6-31P	2	201694732	201694839	1
ENSG00000235598	RRM2P4	X	143392257	143392818	1
ENSG00000172772	OR10W1	11	58034264	58035732	-1
ENSG00000223092	RNA5SP115	2	201713761	201713867	-1
ENSG00000146386	ABRACL	6	139349819	139364439	1
ENSG00000253502	ATP6V1G1P2	8	48105625	48105970	-1
ENSG00000156110	ADK	10	75910960	76469061	1
ENSG00000197786	OR5B17	11	58125597	58126542	-1
ENSG00000215054	HNRNPCP10	X	143922298	143923181	1
ENSG00000171219	CDC42BPG	11	64590859	64612041	-1
ENSG00000172769	OR5B3	11	58169937	58170882	-1
ENSG00000183514	TDGF1P2	2	228734799	228735360	-1
ENSG00000222740	RNA5SP328	10	127834043	127834151	-1
ENSG00000253540	FAM86HP	3	129817935	129830315	-1
ENSG00000201912	RN7SKP189	X	144138628	144138957	1
ENSG00000172365	OR5B2	11	58189738	58190786	-1
ENSG00000147380	OPN1MW	X	153448107	153461633	1
ENSG00000231777	MTND4P21	2	132129867	132131223	-1
ENSG00000235180	LINC00601	10	128102438	128110448	-1
ENSG00000206899	RNU6-36P	12	98115494	98115600	1
ENSG00000263909	MIR5000	2	75317939	75318041	1
ENSG00000200281	RNU6-624P	2	229034459	229034565	1
ENSG00000265861	MIR4495	12	98332834	98332899	-1
ENSG00000172362	OR5B12	11	58206593	58207646	-1
ENSG00000055211	GINM1	6	149887430	149912884	1
ENSG00000142959	BEST4	1	45249257	45253377	-1
ENSG00000215177	IGLV8OR8-1	8	48114067	48114520	-1
ENSG00000263890	MIR4303	12	98389161	98389226	-1
ENSG00000061918	GUCY1B3	4	156680144	156728743	1
ENSG00000236167	GAPDHP57	2	75683120	75683704	-1
ENSG00000198283	OR5B21	11	58274648	58275578	-1
ENSG00000214351	OR1X5P	5	177263435	177264647	-1
ENSG00000166266	CUL5	11	107879459	107978503	1
ENSG00000109472	CPE	4	166282346	166419472	1
ENSG00000132938	MTUS2	13	29598748	30077892	1
ENSG00000182170	MRGPRG	11	3239174	3240043	-1
ENSG00000201296	RNU4-41P	12	98811674	98811816	-1
ENSG00000183765	CHEK2	22	29083731	29138410	-1
ENSG00000227825	SLC9A7P1	12	98847613	98850923	-1
ENSG00000248618	ENPP7P3	3	129886633	129886873	-1
ENSG00000215193	PEX26	22	18560689	18613905	1
ENSG00000257108	NHLRC4	16	616996	619495	1
ENSG00000160766	GBAP1	1	155183616	155197214	-1
ENSG00000101204	CHRNA4	20	61975420	62009753	-1
ENSG00000141295	SCRN2	17	45915058	45918699	-1
ENSG00000257167	TMPO-AS1	12	98906751	98910200	-1
ENSG00000187323	DCC	18	49866542	51057784	1
ENSG00000112406	HECA	6	139456249	139501939	1
ENSG00000184350	MRGPRE	11	3248928	3253616	-1
ENSG00000196664	TLR7	X	12885202	12908499	1
ENSG00000110031	LPXN	11	58294344	58345693	-1
ENSG00000059691	PET112	4	152591656	152682175	-1
ENSG00000135638	EMX1	2	73143389	73162020	1
ENSG00000237322	RPL7L1P10	2	229618040	229618502	1
ENSG00000167083	GNGT2	17	47280153	47287936	-1
ENSG00000145833	DDX46	5	134094469	134190823	1
ENSG00000014257	ACPP	3	132036211	132087142	1
ENSG00000236590	MTATP6P4	2	132138489	132139163	-1
ENSG00000200807	RNU1-32P	2	60611740	60611898	1
ENSG00000240186	RN7SL633P	22	31455975	31456269	1
ENSG00000216075	MIR890	X	145075793	145075869	-1
ENSG00000266078	MIR4432	2	60614497	60614580	-1
ENSG00000216005	MIR888	X	145076302	145076378	-1
ENSG00000207369	RNU6-665P	8	48580333	48580439	1
ENSG00000242158	RN7SL361P	2	60867840	60868135	1
ENSG00000173065	FAM222B	17	27082996	27182250	-1
ENSG00000215943	MIR892A	X	145078187	145078261	-1
ENSG00000182242	TEX28P1	X	153461812	153482755	-1
ENSG00000161509	GRIN2C	17	72838162	72857627	-1
ENSG00000222522	RNU6-519P	8	48891974	48892081	1
ENSG00000242294	STAG3L5P	7	99933702	99949523	1
ENSG00000010270	STARD3NL	7	38217824	38270272	1
ENSG00000213891	RPL3P6	5	60686495	60687698	-1
ENSG00000197587	DMBX1	1	46972668	46979898	1
ENSG00000251389	YTHDF1P1	5	96704480	96706125	1
ENSG00000216098	MIR892B	X	145078716	145078792	-1
ENSG00000224226	TBC1D3B	17	34493061	34503996	-1
ENSG00000138190	EXOC6	10	94590935	94819250	1
ENSG00000213079	SCAF8	6	155054459	155155192	1
ENSG00000216064	MIR891B	X	145082571	145082649	-1
ENSG00000252718	RNU6-612P	2	60946775	60946876	1
ENSG00000271707	ATP1B3P1	2	60962030	60962850	-1
ENSG00000163632	C3orf49	3	63805038	63834312	1
ENSG00000253006	RN7SKP283	2	230101056	230101325	-1
ENSG00000216056	MIR891A	X	145109312	145109390	-1
ENSG00000238782	RNU7-9P	2	230470954	230471015	1
ENSG00000252710	RNU6-295P	8	49220487	49220590	-1
ENSG00000164440	TXLNB	6	139561198	139613276	-1
ENSG00000264141	MIR3928	22	31556048	31556105	-1
ENSG00000224594	RPL29P19	8	49297150	49297609	1
ENSG00000254835	RNF185-AS1	22	31601250	31601602	-1
ENSG00000201594	RNA5SP517	X	145508974	145509090	-1
ENSG00000222344	RNU6-613P	2	230759062	230759169	1
ENSG00000249129	SUDS3P1	5	177398317	177399282	1
ENSG00000252333	RNU6-964P	2	230802530	230802598	-1
ENSG00000199695	RNU6-1128P	22	31618731	31618839	-1
ENSG00000231534	FBXO36-IT1	2	230807444	230809853	1
ENSG00000166160	OPN1MW2	X	153485225	153498755	1
ENSG00000206725	RNU6-1027P	2	230838031	230838137	1
ENSG00000234939	MTND2P18	2	132142034	132143063	-1
ENSG00000199400	RNY4P19	2	230922945	230923040	-1
ENSG00000088826	SMOX	20	4101627	4168394	1
ENSG00000112238	PRDM13	6	100054606	100063454	1
ENSG00000131771	PPP1R1B	17	37782993	37792879	1
ENSG00000173846	PLK3	1	45265897	45271662	1
ENSG00000197562	RAB40C	16	639357	679272	1
ENSG00000212542	RNA5SP496	22	31701390	31701498	1
ENSG00000255254	HIGD1AP5	11	18128130	18128388	1
ENSG00000226928	RPS14P4	2	112053206	112053623	-1
ENSG00000272752	STAG3L5P-PVRIG2P-PILRB	7	99933727	99965454	1
ENSG00000243650	RN7SL834P	2	231371816	231372099	1
ENSG00000241524	RN7SL632P	2	61058800	61059063	-1
ENSG00000266139	MIR4435-1	2	112078589	112078668	-1
ENSG00000266139	MIR4435-2	2	112078589	112078668	-1
ENSG00000206615	RNU6-338P	22	31784719	31784823	-1
ENSG00000124596	OARD1	6	41001366	41065526	-1
ENSG00000228252	COL6A4P2	3	129931666	129992649	1
ENSG00000236312	RPL34P34	19	22551401	22551754	-1
ENSG00000250011	HMGB1P3	2	231379738	231380353	1
ENSG00000166787	SAA3P	11	18134019	18137679	-1
ENSG00000101916	TLR8	X	12924739	12941288	1
ENSG00000222835	RNA5SP100	2	91862883	91862992	1
ENSG00000182632	CCNYL2	10	42903616	42967688	-1
ENSG00000200161	RN7SKP145	5	148495741	148496043	-1
ENSG00000187950	OVCH1	12	29565407	29650619	-1
ENSG00000151952	TMEM132D	12	129556270	130388211	-1
ENSG00000184303	DRD5P1	2	91872473	91874507	-1
ENSG00000162456	KNCN	1	47011316	47017199	-1
ENSG00000212215	RNU6-913P	5	60959972	60960066	-1
ENSG00000171016	PYGO1	15	55831088	55881145	-1
ENSG00000234576	MTND1P26	2	132143273	132143810	-1
ENSG00000250325	IGBP1P4	4	83322731	83323609	-1
ENSG00000214988	RPL7AP26	4	83411976	83412788	-1
ENSG00000199248	RNU6-28P	22	31875369	31875475	-1
ENSG00000201076	RNU4-51P	2	61138438	61138577	1
ENSG00000038295	TLL1	4	166794410	167025047	1
ENSG00000233733	H2AFZP6	22	31917185	31917578	-1
ENSG00000164530	PI16	6	36922209	36932613	1
ENSG00000152034	MCHR2	6	100367786	100442123	-1
ENSG00000255138	GLTPP1	11	18210547	18211168	1
ENSG00000183022	TPM3P8	2	231437882	231438524	-1
ENSG00000205542	TMSB4X	X	12993227	12995346	1
ENSG00000269138	ZNF209P	19	22646724	22655838	1
ENSG00000253618	GRPEL2-AS1	5	148727679	148737205	-1
ENSG00000264213	RN7SL324P	19	50900510	50900775	1
ENSG00000160439	RDH13	19	55550476	55582659	-1
ENSG00000183785	TUBA8	22	18593097	18629321	1
ENSG00000236675	MTX1P1	1	155200766	155204116	1
ENSG00000255071	SAA2-SAA4	11	18252970	18270182	-1
ENSG00000264461	RN7SL179P	12	98918254	98918535	-1
ENSG00000244234	GMCL1P1	5	177612720	177614300	-1
ENSG00000135436	FAM186B	12	49976668	49999422	-1
ENSG00000237522	NONOP2	2	61163954	61165184	-1
ENSG00000199791	RNU6-451P	2	231451836	231451942	1
ENSG00000231782	LINC00575	4	83534266	83542590	-1
ENSG00000235333	PVRIG2P	7	99949983	99951315	1
ENSG00000253552	HOXA-AS2	7	27147396	27173921	1
ENSG00000200336	RNA5SP333	11	18269936	18270053	-1
ENSG00000237758	BANF1P3	2	231589858	231590118	-1
ENSG00000181625	SLX1B	16	29465822	29469540	1
ENSG00000212789	ST13P5	11	18283529	18284638	1
ENSG00000105662	CRTC1	19	18794487	18893004	1
ENSG00000124786	SLC35B3	6	8413301	8435794	-1
ENSG00000269565	GPR32P1	19	51261639	51262449	1
ENSG00000185904	LINC00839	10	42970991	42990784	1
ENSG00000226831	MED15P3	2	132152790	132153115	-1
ENSG00000164620	RELL2	5	141016517	141020644	1
ENSG00000258900	HNRNPCP1	14	58987941	58988706	1
ENSG00000249669	MIR143HG	5	148786252	148808241	1
ENSG00000075239	ACAT1	11	107992243	108018503	1
ENSG00000005801	ZNF195	11	3360491	3400448	-1
ENSG00000242341	RN7SL646P	5	177804925	177805219	1
ENSG00000183733	FIGLA	2	71004442	71017775	-1
ENSG00000207746	MIR575	4	83674490	83674583	-1
ENSG00000201695	RNA5SP334	11	18287940	18288057	1
ENSG00000147526	TACC1	8	38585704	38710546	1
ENSG00000264758	RN7SL161P	7	100060452	100060725	1
ENSG00000251983	RN7SKP157	5	61442492	61442773	1
ENSG00000264603	MIR3159	11	18409334	18409407	1
ENSG00000248909	HMGB1P21	5	77940088	77940668	-1
ENSG00000239510	RPL9P5	14	59030864	59031334	1
ENSG00000199279	RNU6-661P	5	61739003	61739109	1
ENSG00000166450	PRTG	15	55903744	56035288	-1
ENSG00000225855	RUSC1-AS1	1	155286654	155293967	-1
ENSG00000201044	RNU6-268P	2	231616856	231616962	1
ENSG00000222251	RNA5SP95	2	61225887	61226023	1
ENSG00000142949	PTPRF	1	43990858	44089343	1
ENSG00000242251	RN7SL20P	22	32153188	32153482	1
ENSG00000207397	RNU6-1179P	19	22738063	22738169	1
ENSG00000242101	RN7SL416P	7	100127987	100128282	-1
ENSG00000221381	SNORD88B	19	51302289	51302379	-1
ENSG00000234420	ZNF37BP	10	43008958	43048270	-1
ENSG00000221241	SNORD88A	19	51302699	51302789	-1
ENSG00000272047	GTF2H5	6	158589384	158620376	1
ENSG00000252464	RN7SKP70	5	178046729	178046999	-1
ENSG00000220988	SNORD88C	19	51305585	51305675	-1
ENSG00000085231	TAF9	5	68646811	68665840	-1
ENSG00000224729	PCOLCE-AS1	7	100187025	100201829	-1
ENSG00000244006	RN7SL799P	X	63430570	63430866	1
ENSG00000106266	SNX8	7	2291405	2393953	-1
ENSG00000188177	ZC3H6	2	113033171	113097640	1
ENSG00000250420	AACSP1	5	178191862	178245436	-1
ENSG00000112246	SIM1	6	100832891	100912805	-1
ENSG00000251022	THAP9-AS1	4	83814162	83822113	-1
ENSG00000233107	SUCLA2P2	2	76333142	76334450	-1
ENSG00000101997	CCDC22	X	49091927	49106987	1
ENSG00000222838	RNA5SP136	3	72740856	72740962	-1
ENSG00000207720	MIR555	1	155316141	155316236	-1
ENSG00000252909	RNU6-201P	22	32233224	32233284	1
ENSG00000148926	ADM	11	10326227	10328944	1
ENSG00000207134	RNU6-106P	1	155328503	155328609	-1
ENSG00000152672	CLEC4F	2	71035775	71047732	-1
ENSG00000247595	SPTY2D1-AS1	11	18621334	18631802	1
ENSG00000156510	HKDC1	10	70980059	71027315	1
ENSG00000270762	FXYD6P1	10	43050888	43051172	1
ENSG00000240135	PSMD12P	3	72925888	72927253	-1
ENSG00000227773	ASH1L-IT1	1	155365801	155366769	-1
ENSG00000207144	RNU6-1297P	1	155389188	155389291	1
ENSG00000181790	BAI1	8	143530791	143626370	1
ENSG00000238067	XKRYP1	Y	20670463	20670954	1
ENSG00000196091	MYBPC1	12	101962131	102079796	1
ENSG00000266063	MIR4771-2	2	112528638	112528711	-1
ENSG00000266063	MIR4771-1	2	112528638	112528711	-1
ENSG00000243686	RPLP1P11	17	15947935	15948275	1
ENSG00000204052	LRRC73	6	43474707	43478424	-1
ENSG00000237872	POU5F1P4	1	155402969	155404053	1
ENSG00000240713	RN7SL860P	19	22784247	22784539	1
ENSG00000230889	SHC1P1	X	63652281	63654025	1
ENSG00000217416	ISCA1P1	5	62072704	62073090	-1
ENSG00000166866	MYO1A	12	57422301	57444982	-1
ENSG00000233546	PRYP5	Y	20691244	20691509	1
ENSG00000230377	TCEB1P7	Y	20694212	20694542	-1
ENSG00000110047	EHD1	11	64619114	64655768	-1
ENSG00000227261	YWHAZP7	X	63832512	63833142	-1
ENSG00000123700	KCNJ2	17	68164814	68176189	1
ENSG00000200488	RN7SKP203	2	76672205	76672536	-1
ENSG00000226502	KRT8P27	X	63842997	63844453	1
ENSG00000214760	RPL21P1	12	122849327	122850176	1
ENSG00000112116	IL17F	6	52101479	52109335	-1
ENSG00000251947	RN7SKP164	2	76822539	76822804	-1
ENSG00000184979	USP18	22	18632666	18660164	1
ENSG00000133302	ANKRD32	5	93954052	94075141	1
ENSG00000201955	RNY3P1	5	78466057	78466158	-1
ENSG00000139514	SLC7A1	13	30083547	30169825	-1
ENSG00000127578	WFIKKN1	16	679239	684116	1
ENSG00000200028	RNA5SP98	2	77000035	77000171	1
ENSG00000225814	GRPEL2P2	X	63917758	63918427	-1
ENSG00000240183	RN7SL297P	2	112687752	112688041	1
ENSG00000252383	RNU6-314P	17	16002018	16002121	1
ENSG00000212221	RNU6-220P	8	144432342	144432448	1
ENSG00000089220	PEBP1	12	118573663	118583389	1
ENSG00000199674	RNU6-862P	17	16041082	16041186	-1
ENSG00000242960	FTH1P23	3	72978195	72978744	1
ENSG00000254389	RHPN1-AS1	8	144448801	144450718	-1
ENSG00000239221	RN7SL442P	17	16095146	16095466	1
ENSG00000133597	ADCK2	7	140372953	140396061	1
ENSG00000250951	USP9YP1	Y	20702866	20706014	1
ENSG00000266960	FAM106DP	17	58250683	58251183	1
ENSG00000221355	MIR1288	17	16185328	16185402	1
ENSG00000252577	SCARNA20	17	58308877	58309007	-1
ENSG00000149043	SYT8	11	1848709	1858751	1
ENSG00000265095	FTLP12	17	16294748	16295196	1
ENSG00000225827	SFTPA3P	10	81355050	81355416	-1
ENSG00000236969	GGT8P	2	91963970	91969195	1
ENSG00000225921	NOL7	6	13615559	13632971	1
ENSG00000179862	CITED4	1	41326729	41328018	-1
ENSG00000240647	RN7SL305P	22	32377132	32377414	-1
ENSG00000174996	KLC2	11	66024765	66035331	1
ENSG00000130338	TULP4	6	158733692	158932860	1
ENSG00000225569	CCT4P2	X	64490793	64492899	1
ENSG00000174579	MSL2	3	135867764	135916083	-1
ENSG00000235919	ASH1L-AS1	1	155531821	155533775	1
ENSG00000182747	SLC35D3	6	137243402	137246777	1
ENSG00000234479	AP1B1P1	22	32517964	32529456	1
ENSG00000250221	KRT8P32	5	97727774	97729234	-1
ENSG00000074755	ZZEF1	17	3907739	4046314	-1
ENSG00000075043	KCNQ2	20	62037542	62103993	-1
ENSG00000114573	ATP6V1A	3	113465866	113530903	1
ENSG00000146476	C6orf211	6	151773422	151791236	1
ENSG00000233837	EIF3LP2	10	43062125	43062931	1
ENSG00000242547	RN7SL169P	5	63835331	63835621	1
ENSG00000225082	DAP3P1	1	155556435	155571988	1
ENSG00000134046	MBD2	18	51679079	51751158	-1
ENSG00000231857	MORF4L1P5	X	64547868	64551113	-1
ENSG00000252075	RNU7-109P	8	144728080	144728139	-1
ENSG00000201869	RNU6-294P	5	63869396	63869497	1
ENSG00000187268	FAM9C	X	13053737	13062801	-1
ENSG00000186625	KATNA1	6	149916009	149970108	-1
ENSG00000232707	AP1B1P2	22	32530015	32530120	1
ENSG00000215906	LACTBL1	1	23279536	23291831	-1
ENSG00000149781	FERMT3	11	63974150	63991354	1
ENSG00000130731	C16orf13	16	684429	686358	-1
ENSG00000108798	ABI3	17	47287589	47300587	1
ENSG00000212443	SNORA53	12	98993413	98993661	1
ENSG00000235235	IGKV1OR-1	2	92005797	92006650	1
ENSG00000228158	TLE1P1	X	64627964	64628565	1
ENSG00000254565	MTND2P26	11	103276941	103277969	-1
ENSG00000251874	RNU6-615P	4	83924565	83924670	1
ENSG00000115211	EIF2B4	2	27587219	27593353	-1
ENSG00000214330	ABCD1P5	2	92028627	92031828	1
ENSG00000227868	C1orf234	1	23337327	23342343	-1
ENSG00000082196	C1QTNF3	5	34019553	34043937	-1
ENSG00000265660	MIR4664	8	144815253	144815323	-1
ENSG00000254127	IGLCOR22-1	22	32595906	32596221	1
ENSG00000016402	IL20RA	6	137321108	137366298	-1
ENSG00000203499	FAM83H-AS1	8	144816310	144828507	1
ENSG00000168234	TTC39C	18	21572737	21715574	1
ENSG00000079691	LRRC16A	6	25279306	25620758	1
ENSG00000173926	MARCH3	5	126203406	126366500	-1
